,Category,Rating,Priority,1 - Lagging,2 - Developing,3 - Proficient,4 - Exemplary
,CD,Design Automation & Tooling,Medium,Manual work dominates your team's process; automation opportunities are missed.,You have implemented some automation; tool adoption is partial.,You automate design workflows where feasible; you leverage Figma and ClickUp APIs to improve efficiency.,You employ best-in-class automation; design tools are integrated and workflows are optimized.
,LX,Change Adoption Rate,Medium,Your team resists change; new tools or processes are adopted slowly.,Your team eventually adopts change; initial resistance is common.,Your team embraces change; new processes are adopted smoothly and feedback is incorporated.,You demonstrate exemplary change leadership; your team enthusiastically adopts new approaches and innovation culture is evident.
,LX,Vision Casting,Medium,You do not cast a clear design vision; team direction is unclear.,You occasionally communicate design vision; clarity is limited.,You clearly articulate design vision; your team understands direction and alignment is visible.,"You cast exemplary vision; your design future is compelling, your team is inspired, and vision evolves thoughtfully."
,LX,Stability vs. Agility,Medium,Your design processes are either too rigid or chaotic; balance is absent.,Balance between stability and agility is inconsistent.,Your processes provide structure while allowing flexibility; experimentation is enabled.,You have achieved exceptional balance; your design system is stable and processes are agile; innovation and consistency coexist.
,IO,Team Morale & Energy,High,Your team morale is low; energy is depleted and motivation is lacking.,Team morale is adequate; energy sometimes flags and engagement varies.,Your team morale is strong; team is energized and positive culture is evident.,You have created exceptional team energy; your designers are eager to work and morale is consistently high.
,IO,Mentorship & Empowerment,High,Your team is dependent on you; empowerment is limited and growth is constrained.,Your team is somewhat empowered; mentorship is sporadic and growth is uneven.,You empower your team to make decisions; mentorship is regular and designers grow visibly.,You excel at empowerment; your team drives design direction and mentorship is exceptional.
,IO,Vulnerability & Trust,High,You defend your position; team trust is limited and vulnerability is absent.,Trust exists with reservation; vulnerability is limited.,You demonstrate trust and vulnerability; your team reciprocates and psychological safety is evident.,You build exceptional trust; you are vulnerable about challenges and your team feels safe.
,CPS,Innovative Design Solutions,Medium,Your solutions are conventional; innovation is absent and patterns are reused.,Your solutions are sometimes creative; innovation is occasional.,You encourage innovative design approaches; your team generates fresh solutions and design thinking is evident.,You drive exceptional design innovation; your team produces breakthrough solutions and is known for creative excellence.
,CPS,Blocker Resolution,Medium,Blockers paralyze your team; creative workarounds are absent and problems fester.,You address blockers eventually; resolution time is long.,You identify and address blockers creatively; your team finds workarounds quickly and maintains momentum.,You excel at blocker resolution; your team finds creative solutions immediately and remains resilient.
,CPS,Culture of Experimentation,Medium,You discourage experimentation; risk-aversion is high in your team.,You allow some experimentation; fear of failure limits exploration.,You encourage experimentation in your team; failures are accepted as learning.,You have built an exceptional experimentation culture; your team celebrates failures as learning and design risks are encouraged.
