,Category,Rating,Priority,1 - Lagging,2 - Developing,3 - Proficient,4 - Exemplary
,IRR,Escalation & Response (Game-Breaking Issues),Medium,Fails to establish escalation process. Game-breaking bugs take days to resolve. Stakeholders are blindsided. Has not created incident response plan.,Establishes escalation path but it remains unclear. Game-breaking bugs resolved in 1-2 days. Notifies stakeholders late. Incident response is informal.,Defines clear escalation process (stakeholder notification within 1 hour). Ensures game-breaking bugs are fixed within 24 hours. Keeps stakeholders updated throughout. Has incident response checklist.,Establishes automatic escalation; stakeholders notified in minutes. Hotfixes game-breaking bugs in <4 hours. Provides transparent status updates. Implements formal incident response with blameless post-mortems.
,IRR,"Testing & Deployment (WebGL Builds, CDN Deployment)",Medium,Implements minimal automated testing. Conducts sporadic manual QA. Deploys WebGL builds without validation. CDN deployment is error-prone. Rollback is difficult.,Has implemented unit tests for core systems. Conducts manual QA before release. Validates WebGL builds at developer discretion. Automates CDN deployment but it remains risky. Rollback is possible.,Has implemented unit + integration tests. Systematically conducts QA before release. Tests WebGL builds on multiple devices. Uses CI/CD for CDN deployment. Has practiced rollback.,Ensures test coverage >80%. Establishes automated E2E tests for game scenarios. Gates release with QA; enforces zero-defect mindset. Fully automates WebGL builds and CDN deployment. Rollback is instant.
,DCT,Code/Asset Review & Turnaround,High,Conducts code/asset reviews ad-hoc or not at all. Pull request turnaround is slow (3-5 days). Reviews are superficial. Asset quality is inconsistent.,Conducts code reviews with slow turnaround (1-2 days). Conducts informal asset reviews. Reviews catch some issues. Quality is variable.,"Ensures code reviews completed within 24 hours. Conducts rigorous asset reviews (LOD models, texture optimization checked). Establishes clear review process. Quality is consistent.","Ensures code reviews completed within 4 hours; async-friendly. Conducts thorough asset reviews with automated checks (polygon count, texture size). Provides detailed, mentoring-oriented feedback."
,DCT,Requirement/Game Design Document Clarity,High,Game Design Document is vague or missing. Requirements are constantly re-interpreted. Programmer/designer misalignment is frequent. Rework is common.,GDD exists but lacks detail. Requirements are somewhat clear; some re-interpretation occurs. Occasional programmer/designer misalignment. Moderate rework.,"Ensures GDD is detailed with sections: mechanics, art style, UI, progression. Ensures requirements are clear with mock-ups. Aligns designer and programmer. Minimizes rework.","Champions comprehensive GDD with visual mockups, interactive prototypes, behavior trees. Ensures crystal-clear requirements. Co-authors GDD with designer and lead programmer. Zero re-interpretation."
,DCT,"Build/Export Friction (Unity WebGL Build Times, Asset Optimization)",High,WebGL builds take 15+ minutes. Asset optimization is manual and slow. Export errors block releases. Developers are frustrated; productivity suffers.,WebGL builds take 8-10 minutes. Asset optimization is partially automated. Export occasionally fails. Moderate friction exists.,"Drives WebGL builds down to 3-5 minutes. Automates asset optimization (texture atlasing, compression). Ensures reliable export. Creates minimal friction; builds do not block sprint.","Champions WebGL builds <2 minutes (incremental). Fully optimizes asset pipeline (automated LOD generation, draw call optimization). Establishes one-click export. Eliminates friction; developers never wait."
,CDQ,"Game Architecture (Unity Patterns, Clean Code, Scriptable Objects, ECS)",High,Has not established clean architecture; code is procedural spaghetti. Does not encourage Scriptable Objects or prefabs. Architecture is unmaintainable. Entity Component System is not used. Technical debt is spiraling.,"Allows some Unity patterns to emerge (prefabs, basic components). Scriptable Objects used occasionally. Architecture is improving but inconsistent. ECS not yet adopted. Moderate technical debt.","Establishes clean architecture with components and Scriptable Objects for game settings. Enforces patterns consistently (MVC, Singleton where appropriate). Considers ECS for future. Manages technical debt.","Champions exemplary architecture; Scriptable Objects drive game configuration (levels, enemies, progression). Fully adopts ECS where beneficial. Ensures code is self-documenting. Prevents new features from accruing debt."
,CDQ,"Documentation (Game Design Docs, Technical Docs)",High,Documentation is non-existent or severely outdated. Code is undocumented; inline comments are sparse. New developers struggle to onboard.,Documentation exists but is incomplete. Code is partially documented. New developers take weeks to ramp.,Ensures Game Design Document is comprehensive and current. Ensures code is documented with clear class/function comments. Documents architecture. New developers ramp in 1-2 weeks.,"Champions living, comprehensive GDD. Ensures code is self-documenting with excellent comments. Maintains up-to-date architecture diagrams. Documents asset pipeline. Onboarding takes 3-5 days."
,CDQ,Review & Mentorship (Code and Asset Reviews),High,"Conducts critical, demoralizing reviews. Provides no mentorship. Junior developers receive no guidance. Growth is stalled.",Conducts constructive but hurried reviews. Provides ad-hoc mentorship. Junior developers receive occasional guidance.,"Conducts detailed, kind, and actionable reviews. Structures mentorship (weekly 1-on-1s for juniors). Growth is clear. Tracks skill advancement.",Conducts exemplary reviews that move conversation forward. Proactively mentors tailored to each developer. Junior developers thrive. Intentionally closes skill gaps.
,TDA,"Debt Visibility (Unity Version Debt, Asset Optimization Debt, Deprecated APIs)",Low,Debt is invisible or ignored. Unity version is outdated; deprecated APIs in use. Asset optimization debt is unknown. Surprises are frequent.,Debt is loosely visible. Unity version is moderately outdated. Some deprecated APIs remain. Asset optimization is partial. Occasional surprises.,"Tracks debt in ClickUp (Unity version, API usage, asset optimization needs). Reviews debt trends quarterly. Surprises are rare.","Debt fully visible with automated tooling. Detects deprecated API usage via linting. Tracks asset optimization (draw calls, memory). Debt trends visible in dashboards."
,TDA,Strategic Allocation (Capacity for Debt Paydown),Low,Allocates no capacity to debt paydown. Operates in constant crisis mode. New features take 2x longer due to debt.,Informally allocates 10% capacity to debt. Some paydown occurs but inconsistently. Features occasionally slowed by debt.,Formally allocates 15-20% capacity to debt per sprint. Schedules debt paydown and tracks it. Feature velocity is maintained.,Strategically invests in debt quarterly. Allocates flexible capacity (20-30%) based on risk. Debt investments prevent future crises.
,TDA,Prevention (Proactive Architecture Decisions),Low,Does not discuss prevention. Makes architecture decisions locally without long-term thinking. Preventable debt accrues anyway.,Discusses prevention sometimes. Makes mostly sound architecture decisions but gaps exist. Preventable debt sometimes accrues.,Reviews architecture decisions for future-proofing. Chooses design patterns to prevent debt. Establishes prevention as cultural norm.,"Makes prevention a first-class concern. Anticipates trends (WebGPU adoption, mobile growth) in architecture. Systematically reviews decisions for 3-year impact."
,TSD,Mentorship & Growth (Game Dev Skill Development),Medium,Does not structure mentorship. Leaves junior developers to figure things out. Turnover of juniors is high. Growth is stalled.,Provides ad-hoc mentorship. Juniors learn slowly. Some turnover occurs. Occasional skill advancement.,"Structures mentorship: weekly 1-on-1s with junior devs. Develops clear skill development plans. Assigns mentors for C#, Blender, game design. Turnover is low; growth is visible.",Proactively builds mentorship culture. Develops detailed skill development plans and achieves them. Deeply invests mentors. Quickly promotes juniors. Turnover is minimal; engagement is high.
,TSD,Knowledge Sharing (Critical in Small Team),Medium,Allows knowledge silos to form; key systems are known only to one person. Bus factor is dangerously high (1-2 people). Knowledge is lost on departures.,Shares knowledge mostly; some silos remain. Bus factor is 2-3. Knowledge transfer is informal.,"Systematically shares knowledge (wiki, code comments, demos). Establishes bus factor >3 for all systems. Conducts monthly tech talks. Ritualizes knowledge transfer.",Establishes exceptional knowledge sharing. Documents and demystifies every system. Ensures bus factor >4. Conducts bi-weekly tech talks. Builds strong institutional memory.
,TSD,"Tech Stack Evolution (Unity Updates, Blender Advances, WebGPU)",Medium,Keeps tech stack stagnant. Unity version is outdated. Does not update Blender skills. Does not evaluate WebGPU. Team falls behind industry.,Updates tech stack occasionally. Unity version is recent but not latest. Blender training is sporadic. Loosely tracks industry trends.,Updates tech stack annually. Pins Unity to recent version; evaluates WebGPU for roadmap. Conducts quarterly Blender training. Tracks industry trends quarterly.,Makes tech stack strategic and forward-looking. Pins Unity to latest (or strategically). Plans WebGPU adoption. Advances Blender mastery. Monitors trends monthly.
,TER,"Psychological Safety (Safe to Experiment, Fail, Speak Up)",Medium,Creates team fear of failure. Punishes failures and blames individuals. Dismisses speaking up; ideas are shot down. Suppresses creativity. Establishes defensive culture.,Creates mostly safe environment to experiment. Blames failure sometimes. Usually hears ideas. Moderate creativity. Generally open culture.,Treats failures as learning opportunities. Encourages experimentation. Values all ideas seriously. Celebrates risk-taking. Psychologically safe culture.,Establishes blameless post-mortems that normalize failure. Actively celebrates failing fast. Seriously considers all ideas. Celebrates risk-taking. Builds vulnerability and authenticity.
,TER,Purpose & Impact (Games Have High Visibility),Medium,Team sees games as 'work' with no visibility. Player impact is unknown. Purpose is unclear. Motivation is extrinsic. Disengagement risk is high.,Purpose is somewhat clear. Games are visible internally. Player impact is loosely understood. Motivation is mixed.,"Ensures game impact is visible to team (player metrics, testimonials). Communicates purpose clearly (e.g., 'entertain X player type'). Team is proud. Motivation is intrinsic.","Celebrates game impact widely (player testimonials, engagement metrics, revenue impact). Makes purpose inspirational. Team is emotionally invested. Motivation is deeply intrinsic."
,TER,Retention & Engagement (Game Dev Requires Creative Fulfillment),Medium,Experiences high turnover (30%+ annually). Team is disengaged. Creative fulfillment is lacking. Disengagement risk is high.,Experiences moderate turnover (15-20%). Engagement is improving. Creative fulfillment is partially met.,Maintains low turnover (<10%). Engagement is consistently high. Creative fulfillment is clear; team is excited. Game dev is dream job for team.,Maintains near-zero turnover. Engagement is exceptional. Creative fulfillment is maximum. Team is deeply invested. Game dev is calling for team.
,KSI,"Game Knowledge Repository (Reusable Game Systems, Asset Libraries)",Low,Maintains no knowledge repository. Game systems are rebuilt from scratch each project. Asset library is non-existent. Inefficiency is high.,Loosely collects knowledge. Some code reuse occurs but informally. Asset library is minimal. Inefficiency is moderate.,"Maintains knowledge repository on wiki (game systems, code libraries, design patterns). Curates and organizes asset library. Reuse is strong.","Maintains comprehensive, discoverable knowledge repository. Versions and documents code libraries. Curates extensive asset library (character models, particle effects, UI templates). Reuse is standard."
,KSI,Cross-Division Sharing (Game Dev Insights to Other Teams),Low,Keeps game dev isolated from other divisions. Does not share knowledge with other groups. Opportunity cost is high.,Shares knowledge occasionally. Cross-division communication is limited. Exports some learnings.,Shares knowledge regularly via demos and tech talks. Exports game dev patterns to other teams. Initiates collaborations.,Positions game dev as thought leader across company. Actively shares patterns. Initiates cross-division R&D projects. Game innovation influences product strategy.
,KSI,"R&D & Experimentation (Game Mechanics Prototyping, Game Jams)",Medium,Does not allocate R&D capacity. Conducts no game jams or prototyping. Innovation is stagnant. Team is creatively starved.,Allocates ad-hoc experimentation time. Conducts occasional game jams (every 6+ months). Some innovation occurs. Limited novelty.,Dedicates 5-10% capacity to R&D. Conducts monthly game jams on new mechanics. Innovation is steady. Team is energized.,Strategically allocates 10-15% capacity to R&D. Conducts bi-weekly game jams. Drives continuous innovation. Regularly releases prototypes to players. Team is creatively fulfilled.
,PD,Vision Translation (Connecting Fun Games to Business Value),Medium,Games are fun but business value is unclear. ROI is invisible. Games are seen as side projects. Strategic importance is low.,Games are moderately fun with some business alignment. ROI is somewhat visible. Strategic importance is emerging.,"Ensures games are fun and aligned with business strategy (e.g., player acquisition, engagement, retention). ROI is clear. Strategic importance is established.",Makes games flagship products with clear business and creative value. Measures and maximizes ROI. Games drive strategy. Achieves creative and commercial excellence.
,PD,Strategic Initiative (Roadmap and Long-term Direction),Medium,Does not establish game roadmap; vision extends only to next release. Direction is unclear. Development is reactive. Has no competitive strategy.,Establishes loose roadmap; direction is somewhat clear. Development is mostly reactive with some planning. Maintains basic competitive awareness.,"Establishes clear game roadmap (12-24 months). Defines strategic vision (e.g., 'best casual puzzle games on web'). Drives proactive development. Documents competitive strategy.",Establishes compelling strategic roadmap (3-5 year vision). Unwavering direction. Shapes market proactively. Develops industry-leading strategy.
,PD,"Impact Measurement (Player Engagement, Completion Rates, Business KPIs)",Medium,Does not measure impact; player metrics are not collected. Business KPIs are unknown. Makes decisions by intuition.,Partially measures impact. Collects player metrics informally. Loosely tracks business KPIs. Makes some data-informed decisions.,"Tracks player engagement (DAU, session length). Measures completion rates. Maintains visible business KPIs (revenue, CAC, LTV). Makes data-informed decisions.",Comprehensively measures impact in real-time. Analyzes engagement by cohort and player segment. Conducts A/B testing. Makes all decisions data-driven.
,RDM,"Issue Resolution (Game-Breaking Bugs, Performance Crises)",Medium,Game-breaking bugs take weeks to resolve. Performance crises cause downtime. Does not establish resolution process. Stakeholders are left hanging.,Resolves game-breaking bugs in 3-5 days. Fixes performance crises in 24-48 hours. Establishes informal resolution process.,Ensures game-breaking bugs are fixed within 24 hours. Fixes performance crises within 4-8 hours. Establishes clear escalation and resolution process.,Hotfixes game-breaking bugs in <4 hours. Resolves performance crises within 2 hours. Makes resolution process second nature.
,RDM,"Proactive Risk Mitigation (WebGL Compatibility, Unity Updates)",Medium,Does not identify risks until they occur. WebGL browser changes cause surprises. Unity updates break the game. Operates in reactive crisis mode.,Loosely identifies risks. Develops some mitigation plans. Occasionally prevents WebGL compatibility issues. Plans Unity upgrades with some buffer.,Identifies risks quarterly. Develops mitigation plans. Proactively tests WebGL compatibility. Plans Unity upgrade path. Prevents crises effectively.,Proactively and continuously mitigates risks. Instantly tracks and tests WebGL updates. Monitors Unity roadmap; strategically plans upgrades. Crises are rare.
,RDM,"Trade-off Transparency (Feature vs Polish, Scope vs Schedule)",Medium,Makes trade-off decisions but does not make them transparent. Team is blindsided. Stakeholders are frustrated by sudden pivots.,Sometimes makes trade-offs transparent. Communication is okay but ad-hoc. Some stakeholder frustration.,"Clearly articulates trade-offs (e.g., 'Feature X deferred to focus on performance'). Ensures all stakeholders understand rationale. Decisions feel fair.",Exemplifies trade-off decisions. Uses transparent frameworks (MoSCoW prioritization). Deeply communicates rationale. Stakeholders become advocates.
,CSF,"Stakeholder Communication (Milestone Demos, Progress)",High,Communicates sparsely. Stakeholders are surprised by game state. Progress is invisible. Trust is eroding. Stakeholders are frustrated.,Communicates ad-hoc. Demos occur quarterly or sporadically. Progress is somewhat visible. Trust is variable.,Conducts bi-weekly milestone demos with playable builds. Provides weekly status updates in ClickUp. Stakeholders are always informed. Trust is strong.,Conducts weekly playable demos. Ensures daily progress visibility. Proactively communicates with stakeholders. Stakeholders feel invested and informed.
,CSF,Response Timeliness (Answering Stakeholder Questions),High,Answers questions in days (if at all). Stakeholders are frustrated. Communication feels unresponsive.,Answers questions in 24-48 hours. Responsiveness is adequate but slow.,Answers questions within 24 hours. Responsiveness is strong. Stakeholders feel heard.,Answers questions within 4 hours (or immediately for urgent). Responsiveness is exceptional. Stakeholders feel valued.
,CSF,"Feedback Loop Quality (Playtesting, Player Feedback, Iteration)",Medium,Conducts minimal playtesting. Does not collect or ignores player feedback. No iteration loop exists. Game stagnates.,Conducts monthly playtesting. Collects player feedback but prioritization is weak. Slow iteration.,Conducts bi-weekly playtesting. Systematically captures and prioritizes player feedback. Implements rapid iteration (weekly updates). Game improves visibly.,Conducts weekly playtesting with diverse player cohorts. Drives decisions with player feedback. Enables continuous iteration (daily updates possible). Game evolves based on players.
,CD,Skill Gap Closure (Game Dev is Multidisciplinary),High,"Does not identify or address skill gaps. Team is weak in core areas (C#, Blender, game design). Growth is stalled.",Loosely identifies skill gaps. Provides some training. Growth is moderate. Gaps persist.,"Tracks skill gaps and addresses them systematically. Allocates training budget. Systematically closes gaps (courses, mentorship, projects). Team constantly improves.",Proactively identifies and closes skill gaps. Establishes training as cultural norm. Allocates generous learning budget. Builds T-shaped skill development standard.
,CD,Process Improvement (Iterating on Game Dev Processes),High,Does not discuss processes. Chaos is the default. Conducts no retrospectives. Improvement is stagnant. Friction is high.,Allows processes to exist but does not optimize them. Conducts quarterly or ad-hoc retrospectives. Modest improvement occurs. Friction remains.,Reviews processes bi-weekly in retrospectives. Tracks action items. Implements improvements regularly. Friction declines. Team velocity improves.,Continuously refines processes. Conducts weekly retrospectives. Makes improvement a cultural obsession. Minimizes friction. Team velocity accelerates.
,CD,"Automation & Tooling (Unity Editor Tools, Asset Pipelines, CI/CD for Games)",High,"Does not implement automation. Manual processes are everywhere (builds, asset optimization, testing). Inefficiency is high. Developer frustration is high.",Implements some automation (builds). Asset pipelines are partially automated. Manual testing remains. Inefficiency is moderate.,"Fully automates build pipeline. Automates asset pipelines (texture compression, LOD generation). Automates unit tests. Implements CI/CD for WebGL deployments. Efficiency is good.","Comprehensively automates: builds, assets, tests, deployments. Builds custom Unity Editor tools (e.g., batch importer). Developers never perform manual work. Productivity is exceptional."
,LX,"Change Adoption Rate (New Tools, Processes, Tech)",Low,Resists changes. Team clings to status quo. Adoption is slow. Innovation is blocked. Inertia is high.,Sometimes adopts changes. Initial resistance but eventual buy-in. Adoption is slow but steady. Some inertia.,Adopts changes within 2-4 weeks. Explains rationale. Adoption is smooth. Inertia is minimal.,Adopts changes within days. Team champions new approaches. Adoption is rapid and enthusiastic. Inertia is eliminated.
,LX,Vision Casting (Communicating Long-term Direction),Low,Vision is absent or unclear. Team is confused about direction. No inspiration. Motivation is low.,Vision exists but is not compelling. Direction is somewhat clear. Inspiration is moderate.,"Casts clear, inspiring vision (e.g., 'best casual game studio on web'). Direction is understood. Inspiration is strong.",Makes vision a North Star that inspires daily. Direction is crystal-clear and compelling. Team is emotionally connected. Inspiration is pervasive.
,LX,Stability vs. Agility (Balancing Consistency with Flexibility),Low,Is chaotic; no consistency. Or overly rigid; no flexibility. Balance is missing. Team is frustrated.,Attempts some balance but inconsistently. Processes are too rigid or too loose.,"Achieves good balance: core processes are stable, game design is flexible. Enables rapid iteration without breaking foundations. Agility exists within structure.","Achieves exceptional balance: core processes rock-solid, game mechanics incredibly agile. Enables rapid iteration without stability loss. Stability and agility coexist."
,IO,Team Morale & Energy (Game Dev Passion),Medium,Morale is low. Team is disengaged. Passion is absent. High turnover risk. Work feels like work.,Morale is adequate. Team is functional but not enthusiastic. Passion fluctuates. Turnover is moderate.,Morale is high. Team is energized by games. Passion is visible. Turnover is low. Work feels like play.,Morale is exceptional. Team radiates passion for games. Energy is contagious. Turnover is near-zero. Team loves their work.
,IO,Mentorship & Empowerment (Developing Team Potential),Medium,Provides no mentorship. Micromanages or leaves team to flounder. Empowerment is lacking. Potential is untapped.,Provides ad-hoc mentorship. Team is somewhat empowered. Potential is partially developed.,Structures mentorship and makes it impactful. Highly empowers team. Systematically develops potential. Growth is visible.,Provides exemplary mentorship. Deeply empowers team to make decisions. Fully develops and unleashes potential. Growth is remarkable.
,IO,"Vulnerability & Trust (Safe to Share Concerns, Ask for Help)",Medium,Team is defensive. Asking for help is seen as weakness. Vulnerability is punished. Isolation is high. Trust is low.,Team is mostly safe. Some vulnerability exists. Trust is present but fragile. Help-seeking is somewhat normalized.,Enables vulnerable honesty. Normalizes asking for help. Encourages it. Trust is strong. Psychological safety is high.,"Enables extreme vulnerability and trust. Team shares failures, doubts, ideas openly. Celebrates help-seeking. Trust is unbreakable."
,CPS,"Innovative Game Solutions (Creative Game Mechanics, Technical Workarounds)",High,Game mechanics are generic or copied. Fails to develop unique solutions. Innovation is absent. Games are forgettable. Competitive disadvantage exists.,Game mechanics are somewhat creative. Develops some unique workarounds. Innovation is limited. Games have some novelty.,"Drives fresh, engaging game mechanics. Develops creative technical workarounds (WebGL optimization tricks, Blender pipeline innovations). Innovation is clear. Games are memorable.","Champions groundbreaking, addictive game mechanics. Develops technical innovations that become case studies (elegant ECS patterns, WebGL streaming architecture). Games are industry-leading and distinctive."
,CPS,"Blocker Resolution (Asset Pipeline Blocks, Platform Constraints)",High,Allows blockers to stall development for days/weeks. Asset pipeline is constrained. Does not address platform limitations. Frustration is high.,Typically resolves blockers in 1-2 days. Asset pipeline mostly flows. Occasionally works around platform limitations.,Resolves blockers within 4-8 hours. Asset pipeline flows smoothly. Systematically addresses platform constraints. Maintains forward momentum.,Proactively eliminates blockers; resolution <2 hours if they occur. Fully optimizes asset pipeline end-to-end. Turns platform constraints into advantages. Zero stalls.
,CPS,"Culture of Experimentation (Game Jams, Prototyping, Trying New Approaches)",High,Discourages experimentation. Emphasizes 'no time to experiment'. Enforces status quo. Innovation is stagnant. Team is creatively starved.,Loosely encourages experimentation. Conducts occasional game jams. Tries some new approaches. Moderate creativity.,Encourages experimentation and allocates time (5-10% capacity). Conducts monthly game jams on new mechanics. Regularly tries new approaches. Team is creatively energized.,Makes experimentation a cultural expectation (10-15% capacity). Conducts bi-weekly game jams. Celebrates rapid prototyping. Rewards risk-taking. Team is creatively fulfilled.
